/media/sunyu/OS1/suanli/collectionunzip/item_placement_9911
obj                 |bestobj             |time                |
25.592              |25.592              |50.040              |INIT
23.369              |23.369              |57.517              |lns
21.312              |21.312              |61.586              |lns
18.298              |18.298              |64.294              |lns
18.186              |18.186              |93.319              |random
16.000              |16.000              |102.776             |lns2
15.062              |15.062              |116.948             |lns2
14.691              |14.691              |217.762             |random
14.687              |14.687              |281.866             |random
14.687              |14.687              |289.155             |random
14.128              |14.128              |299.028             |random
14.025              |14.025              |329.015             |lns2
total time : 1000.1115942001343
