/media/sunyu/OS1/suanli/collectionunzip/SET3_09
obj                 |bestobj             |time                |
3083821.587         |3083821.587         |0.143               |INIT
666321.585          |666321.585          |50.159              |KS2
647778.934          |647778.934          |100.179             |KS2
613503.203          |613503.203          |150.201             |KS2
470405.705          |470405.705          |200.223             |KS2
317994.697          |317994.697          |250.242             |KS2
277868.018          |277868.018          |300.260             |crossover
261447.779          |261447.779          |368.281             |lns
234094.099          |234094.099          |388.172             |lns
224710.159          |224710.159          |455.820             |lns
222328.460          |222328.460          |477.390             |lns
218146.757          |218146.757          |576.341             |lns
217946.143          |217946.143          |670.157             |random
217543.239          |217543.239          |768.364             |random
217543.169          |217543.169          |915.283             |random
total time : 1000.1366729736328
