/media/sunyu/OS1/suanli/collectionunzip/item_placement_9959
obj                 |bestobj             |time                |
19.849              |19.849              |50.044              |INIT
18.455              |18.455              |63.106              |lns2
16.608              |16.608              |71.528              |lns
15.661              |15.661              |81.114              |random
15.505              |15.505              |100.018             |lns2
14.229              |14.229              |188.981             |random
13.300              |13.300              |197.659             |lns
13.005              |13.005              |212.897             |random
12.329              |12.329              |226.994             |lns2
12.261              |12.261              |249.569             |random
12.222              |12.222              |264.555             |lns2
12.075              |12.075              |265.418             |random
11.876              |11.876              |272.677             |lns
11.165              |11.165              |283.983             |lns
10.856              |10.856              |291.115             |lns2
10.560              |10.560              |497.752             |random
10.560              |10.560              |517.335             |random
10.560              |10.560              |556.848             |random
10.560              |10.560              |697.286             |random
10.556              |10.556              |776.621             |random
10.556              |10.556              |798.262             |random
10.556              |10.556              |814.983             |random
total time : 1000.0912036895752
