/media/sunyu/OS1/suanli/collectionunzip/item_placement_9994
obj                 |bestobj             |time                |
21.237              |21.237              |50.041              |INIT
19.756              |19.756              |58.852              |lns
18.764              |18.764              |62.010              |lns
16.280              |16.280              |66.684              |lns
16.133              |16.133              |73.011              |random
16.117              |16.117              |78.102              |lns
16.115              |16.115              |88.451              |lns2
15.889              |15.889              |108.547             |random
15.889              |15.889              |113.761             |random
15.495              |15.495              |137.061             |random
15.067              |15.067              |148.377             |lns
14.909              |14.909              |210.979             |lns2
14.613              |14.613              |356.936             |lns2
14.110              |14.110              |377.531             |random
14.110              |14.110              |381.690             |random
12.695              |12.695              |421.109             |random
12.695              |12.695              |445.759             |random
12.692              |12.692              |485.035             |random
12.679              |12.679              |504.596             |lns2
total time : 1000.3520092964172
