/media/sunyu/OS1/suanli/collectionunzip/SET4_03
obj                 |bestobj             |time                |
3047891.617         |3047891.617         |0.144               |INIT
160600.970          |160600.970          |50.169              |KS2
91988.925           |91988.925           |100.192             |KS2
91223.781           |91223.781           |150.213             |KS2
83840.951           |83840.951           |200.237             |KS2
82059.870           |82059.870           |204.055             |crossover
71400.852           |71400.852           |227.575             |lns
71400.832           |71400.832           |311.550             |lns2
70800.235           |70800.235           |412.140             |lns2
70788.449           |70788.449           |466.988             |lns
70522.606           |70522.606           |519.184             |lns2
69583.301           |69583.301           |574.737             |lns2
69493.224           |69493.224           |631.680             |lns
69260.176           |69260.176           |718.226             |lns2
68553.904           |68553.904           |812.586             |lns
68528.720           |68528.720           |851.549             |lns
67841.486           |67841.486           |916.829             |lns
66239.141           |66239.141           |958.052             |lns
total time : 1000.6141457557678
