/media/sunyu/OS1/suanli/collectionunzip/anonymous_42
obj                 |bestobj             |time                |
12240.950           |12240.950           |103.770             |KS1
12234.860           |12234.860           |107.431             |KS2
12220.480           |12220.480           |113.967             |KS2
12190.650           |12190.650           |121.110             |lns
12142.550           |12142.550           |125.659             |lns
12142.370           |12142.370           |134.758             |lns
12138.720           |12138.720           |152.020             |lns
12138.700           |12138.700           |203.539             |random
12138.620           |12138.620           |221.874             |lns
12138.620           |12138.620           |240.331             |random
12138.620           |12138.620           |522.669             |random
12138.620           |12138.620           |582.008             |random
total time : 1000.1121973991394
