/media/sunyu/OS1/suanli/collectionunzip/SET4_30
obj                 |bestobj             |time                |
3532976.880         |3532976.880         |0.233               |INIT
337154.186          |337154.186          |42.058              |KS2
281585.999          |281585.999          |92.076              |KS2
281277.422          |281277.422          |114.537             |lns
278034.256          |278034.256          |199.982             |lns
270270.975          |270270.975          |217.126             |lns
267289.373          |267289.373          |270.733             |lns
267208.059          |267208.059          |278.383             |lns
266708.618          |266708.618          |314.542             |lns
266527.286          |266527.286          |325.134             |lns2
266527.276          |266527.276          |370.586             |lns2
262380.725          |262380.725          |428.529             |lns
262380.725          |262380.725          |474.835             |random
262380.715          |262380.715          |495.419             |lns
total time : 1000.1207051277161
