/media/sunyu/OS1/suanli/collectionunzip/SET4_10
obj                 |bestobj             |time                |
3192431.653         |3192431.653         |0.149               |INIT
140011.809          |140011.809          |50.178              |KS2
94160.142           |94160.142           |100.202             |KS2
78470.660           |78470.660           |150.224             |KS2
60637.057           |60637.057           |200.239             |KS2
58356.051           |58356.051           |221.002             |lns
57381.419           |57381.419           |227.886             |lns
57381.113           |57381.113           |324.010             |lns
57381.103           |57381.103           |338.950             |lns2
57164.760           |57164.760           |405.166             |lns
57164.760           |57164.760           |507.323             |random
57104.205           |57104.205           |629.190             |lns
57104.205           |57104.205           |730.583             |random
57098.612           |57098.612           |979.001             |lns2
total time : 1000.5219585895538
