/media/sunyu/OS1/suanli/collectionunzip/item_placement_9922
obj                 |bestobj             |time                |
37.947              |37.947              |50.042              |INIT
37.221              |37.221              |58.187              |lns
37.129              |37.129              |64.987              |lns
35.943              |35.943              |77.213              |lns
35.681              |35.681              |83.647              |lns
35.161              |35.161              |93.862              |lns
33.112              |33.112              |105.112             |lns
31.794              |31.794              |130.223             |random
31.597              |31.597              |149.330             |random
31.002              |31.002              |168.847             |random
30.304              |30.304              |191.529             |random
30.304              |30.304              |206.875             |random
30.200              |30.200              |282.493             |random
30.088              |30.088              |291.662             |random
30.023              |30.023              |313.253             |lns2
29.550              |29.550              |315.855             |random
29.550              |29.550              |327.827             |random
29.433              |29.433              |357.999             |lns2
29.367              |29.367              |818.670             |lns2
total time : 1000.1121182441711
