/media/sunyu/OS1/suanli/collectionunzip/SET3_27
obj                 |bestobj             |time                |
3667525.260         |3667525.260         |0.140               |INIT
435991.884          |435991.884          |50.159              |KS2
419970.283          |419970.283          |100.174             |KS2
379515.558          |379515.558          |150.189             |KS2
355928.660          |355928.660          |224.304             |lns
353231.924          |353231.924          |253.979             |random
351044.591          |351044.591          |292.634             |lns
346051.541          |346051.541          |339.337             |lns
326896.724          |326896.724          |394.350             |lns
325736.155          |325736.155          |543.866             |random
324546.668          |324546.668          |733.600             |lns2
317966.514          |317966.514          |773.471             |lns
317701.675          |317701.675          |808.608             |random
316551.095          |316551.095          |899.473             |lns
total time : 1000.1164469718933
