/media/sunyu/OS1/suanli/collectionunzip/SET3_02
obj                 |bestobj             |time                |
3159321.297         |3159321.297         |0.141               |INIT
492922.826          |492922.826          |50.165              |KS2
351506.001          |351506.001          |190.285             |lns
343337.650          |343337.650          |256.704             |lns
312893.832          |312893.832          |358.931             |lns
273070.120          |273070.120          |432.674             |lns
259022.134          |259022.134          |531.219             |lns
258852.014          |258852.014          |729.672             |lns2
236554.056          |236554.056          |909.421             |lns
236554.056          |236554.056          |948.794             |random
total time : 1000.0115423202515
