/media/sunyu/OS1/suanli/collectionunzip/SET4_15
obj                 |bestobj             |time                |
3042304.426         |3042304.426         |0.141               |INIT
109693.872          |109693.872          |50.158              |KS2
89969.860           |89969.860           |100.180             |KS2
85975.730           |85975.730           |150.202             |KS2
67309.580           |67309.580           |200.225             |KS2
66522.183           |66522.183           |250.247             |KS2
66364.848           |66364.848           |257.369             |crossover
65673.038           |65673.038           |261.629             |lns
47187.732           |47187.732           |266.544             |lns
46734.379           |46734.379           |273.309             |lns
31684.616           |31684.616           |305.247             |lns
31181.294           |31181.294           |354.221             |lns
29143.210           |29143.210           |373.261             |lns
25891.988           |25891.988           |477.239             |lns
25891.978           |25891.978           |540.640             |lns
25717.742           |25717.742           |638.544             |lns
25706.688           |25706.688           |648.641             |lns2
25693.958           |25693.958           |660.584             |lns
25693.958           |25693.958           |726.080             |random
25693.958           |25693.958           |830.527             |random
total time : 1000.0106453895569
