/media/sunyu/OS1/suanli/collectionunzip/anonymous_48
obj                 |bestobj             |time                |
378263.240          |378263.240          |2.704               |INIT
327504.604          |327504.604          |2.944               |KS2
311930.366          |311930.366          |3.478               |KS2
234407.478          |234407.478          |5.023               |KS2
234407.478          |234407.478          |5.105               |KS2
219203.469          |219203.469          |6.017               |lns
218562.786          |218562.786          |6.677               |lns
200892.794          |200892.794          |28.631              |lns
200803.943          |200803.943          |66.332              |lns
153062.708          |153062.708          |113.046             |lns
100432.078          |100432.078          |157.040             |lns
93391.722           |93391.722           |220.288             |lns
81121.208           |81121.208           |244.845             |lns2
68804.242           |68804.242           |257.303             |lns
64789.891           |64789.891           |270.621             |lns
54247.716           |54247.716           |276.421             |lns
54247.696           |54247.696           |282.312             |lns
54247.696           |54247.696           |286.655             |random
52755.898           |52755.898           |320.256             |lns
52755.898           |52755.898           |323.373             |random
total time : 1000.2356536388397
