/media/sunyu/OS1/suanli/collectionunzip/item_placement_9970
obj                 |bestobj             |time                |
36.540              |36.540              |50.051              |INIT
30.269              |30.269              |59.825              |lns
27.195              |27.195              |64.068              |lns
26.938              |26.938              |69.867              |lns
25.769              |25.769              |80.146              |lns2
23.875              |23.875              |138.113             |lns
23.873              |23.873              |148.534             |random
23.873              |23.873              |215.977             |random
23.873              |23.873              |238.320             |random
20.975              |20.975              |293.122             |random
20.975              |20.975              |308.043             |random
20.952              |20.952              |325.709             |lns2
19.347              |19.347              |410.655             |random
total time : 1000.11536693573
