/media/sunyu/OS1/suanli/collectionunzip/item_placement_9905
obj                 |bestobj             |time                |
25.106              |25.106              |50.050              |INIT
22.103              |22.103              |61.237              |KS2
20.389              |20.389              |68.029              |lns
19.352              |19.352              |72.380              |lns
18.458              |18.458              |79.189              |lns
18.309              |18.309              |94.205              |lns2
17.352              |17.352              |109.592             |lns
16.945              |16.945              |120.794             |lns
16.614              |16.614              |130.861             |lns
14.270              |14.270              |143.366             |lns2
14.064              |14.064              |679.042             |lns2
14.037              |14.037              |901.435             |lns
14.034              |14.034              |919.763             |random
14.034              |14.034              |931.155             |random
14.026              |14.026              |951.416             |lns2
14.024              |14.024              |965.849             |lns2
14.018              |14.018              |966.143             |random
14.018              |14.018              |989.486             |random
total time : 1000.0250134468079
