/media/sunyu/OS1/suanli/collectionunzip/item_placement_9933
obj                 |bestobj             |time                |
21.170              |21.170              |50.043              |INIT
18.961              |18.961              |60.623              |lns
18.933              |18.933              |67.976              |lns2
16.410              |16.410              |80.948              |lns
16.049              |16.049              |87.428              |lns
14.432              |14.432              |91.593              |lns
14.417              |14.417              |103.423             |lns
14.395              |14.395              |109.648             |lns2
14.112              |14.112              |111.411             |random
13.379              |13.379              |120.376             |random
12.799              |12.799              |131.450             |random
12.783              |12.783              |140.261             |lns2
12.317              |12.317              |143.775             |random
12.313              |12.313              |161.092             |random
11.463              |11.463              |173.889             |lns2
9.554               |9.554               |196.504             |random
9.373               |9.373               |272.615             |lns2
9.289               |9.289               |792.271             |random
9.289               |9.289               |817.644             |random
9.289               |9.289               |832.669             |random
9.289               |9.289               |871.020             |random
9.287               |9.287               |901.668             |lns2
total time : 1000.360758304596
