/media/sunyu/OS1/suanli/collectionunzip/anonymous_26
obj                 |bestobj             |time                |
237781.420          |237781.420          |61.124              |INIT
156493.630          |156493.630          |101.689             |KS2
149293.951          |149293.951          |151.741             |KS2
149293.951          |149293.951          |178.752             |KS2
148546.684          |148546.684          |193.864             |lns
148546.684          |148546.684          |227.483             |random
148546.654          |148546.654          |260.757             |lns
148086.182          |148086.182          |479.704             |lns2
147951.409          |147951.409          |779.413             |lns2
total time : 1000.8689382076263
