/media/sunyu/OS1/suanli/collectionunzip/anonymous_68
obj                 |bestobj             |time                |
889978.083          |889978.083          |153.897             |INIT
645443.925          |645443.925          |204.067             |KS2
641936.139          |641936.139          |307.604             |KS2
629300.566          |629300.566          |407.817             |lns
629267.635          |629267.635          |466.387             |lns
613260.791          |613260.791          |666.769             |lns
600419.273          |600419.273          |766.985             |lns
565851.476          |565851.476          |867.191             |lns
541732.416          |541732.416          |967.402             |lns
541732.416          |541732.416          |1004.464            |random
total time : 1004.4661016464233
