/media/sunyu/OS1/suanli/collectionunzip/item_placement_9948
obj                 |bestobj             |time                |
28.620              |28.620              |50.045              |INIT
26.497              |26.497              |59.459              |lns
24.700              |24.700              |64.839              |lns
22.156              |22.156              |75.895              |lns
19.496              |19.496              |83.318              |lns
19.481              |19.481              |94.124              |lns2
19.440              |19.440              |208.233             |lns2
16.461              |16.461              |252.544             |lns
16.119              |16.119              |304.810             |random
15.722              |15.722              |310.233             |lns
15.722              |15.722              |317.180             |random
15.605              |15.605              |344.168             |lns2
total time : 1000.3621082305908
