/media/sunyu/OS1/suanli/collectionunzip/SET3_20
obj                 |bestobj             |time                |
2912399.526         |2912399.526         |0.144               |INIT
308239.336          |308239.336          |50.160              |KS2
279674.719          |279674.719          |129.248             |KS2
278026.940          |278026.940          |136.484             |lns
275258.869          |275258.869          |181.195             |lns
275170.969          |275170.969          |215.629             |lns
247623.936          |247623.936          |286.903             |lns
235635.675          |235635.675          |333.868             |random
226567.863          |226567.863          |403.514             |lns
213778.417          |213778.417          |482.976             |lns
211231.080          |211231.080          |544.544             |random
210108.771          |210108.771          |579.220             |lns2
206475.694          |206475.694          |688.459             |lns2
204708.979          |204708.979          |851.657             |lns2
204538.214          |204538.214          |1000.016            |lns2
total time : 1000.13587641716
