/media/sunyu/OS1/suanli/collectionunzip/item_placement_9919
obj                 |bestobj             |time                |
21.531              |21.531              |50.041              |INIT
17.942              |17.942              |62.861              |KS2
15.766              |15.766              |66.813              |lns
15.706              |15.706              |81.140              |lns2
15.044              |15.044              |101.185             |lns2
13.005              |13.005              |198.862             |lns
12.705              |12.705              |216.675             |random
12.414              |12.414              |221.849             |lns
9.794               |9.794               |233.072             |lns
9.794               |9.794               |238.051             |random
9.794               |9.794               |244.927             |random
9.792               |9.792               |360.227             |random
9.792               |9.792               |377.219             |random
9.160               |9.160               |470.952             |random
9.131               |9.131               |481.154             |lns2
8.903               |8.903               |989.322             |lns2
total time : 1000.1133806705475
