/media/sunyu/OS1/suanli/collectionunzip/anonymous_36
obj                 |bestobj             |time                |
887791.387          |887791.387          |79.575              |INIT
755013.536          |755013.536          |114.602             |KS2
610284.941          |610284.941          |164.663             |KS2
517899.583          |517899.583          |195.539             |KS2
517703.437          |517703.437          |195.992             |KS2
517681.509          |517681.509          |209.281             |lns
517681.459          |517681.459          |228.504             |lns
500740.551          |500740.551          |339.512             |lns
498525.804          |498525.804          |439.600             |lns
482304.070          |482304.070          |539.675             |lns
334575.559          |334575.559          |682.424             |lns
312804.257          |312804.257          |782.509             |lns
312804.217          |312804.217          |882.602             |lns
312804.187          |312804.187          |982.686             |lns
total time : 1001.1545569896698
