/media/sunyu/OS1/suanli/collectionunzip/item_placement_9963
obj                 |bestobj             |time                |
32.195              |32.195              |50.045              |INIT
22.781              |22.781              |58.011              |KS2
19.706              |19.706              |62.555              |lns
19.468              |19.468              |65.704              |lns
19.455              |19.455              |68.835              |lns
19.078              |19.078              |79.802              |lns
18.906              |18.906              |88.298              |lns
18.659              |18.659              |101.853             |random
18.659              |18.659              |108.122             |random
16.402              |16.402              |118.459             |lns2
total time : 1000.2609724998474
