/media/sunyu/OS1/suanli/collectionunzip/SET3_21
obj                 |bestobj             |time                |
3190600.490         |3190600.490         |0.144               |INIT
276945.317          |276945.317          |50.168              |KS2
225119.442          |225119.442          |100.191             |KS2
222956.448          |222956.448          |173.042             |KS2
222953.846          |222953.846          |174.845             |crossover
222009.429          |222009.429          |181.764             |lns
207185.556          |207185.556          |221.481             |lns
205316.123          |205316.123          |248.613             |lns
204452.227          |204452.227          |261.135             |lns
198802.055          |198802.055          |341.070             |random
196516.910          |196516.910          |370.566             |lns
195648.799          |195648.799          |441.124             |lns
194258.740          |194258.740          |492.681             |lns2
190721.758          |190721.758          |548.418             |lns2
189226.944          |189226.944          |681.487             |lns2
180720.075          |180720.075          |791.857             |lns
171591.975          |171591.975          |822.474             |lns
166376.251          |166376.251          |904.418             |lns
166223.652          |166223.652          |956.484             |lns2
total time : 1000.3823325634003
