/media/sunyu/OS1/suanli/collectionunzip/SET3_15
obj                 |bestobj             |time                |
3042304.426         |3042304.426         |0.144               |INIT
283499.797          |283499.797          |50.166              |KS2
252260.487          |252260.487          |161.247             |lns
221292.798          |221292.798          |238.690             |lns
209039.790          |209039.790          |310.863             |lns
208226.079          |208226.079          |393.214             |random
175031.467          |175031.467          |482.201             |lns
172558.371          |172558.371          |516.862             |random
157611.396          |157611.396          |593.060             |lns
151767.722          |151767.722          |670.014             |lns
151208.932          |151208.932          |714.015             |random
150142.072          |150142.072          |803.853             |lns2
148681.548          |148681.548          |856.057             |lns2
total time : 1000.340895652771
