/media/sunyu/OS1/suanli/collectionunzip/a1c1s1
obj                 |bestobj             |time                |
20907.521           |20907.521           |0.586               |KS1
14013.762           |14013.762           |23.784              |KS2
12668.905           |12668.905           |73.797              |KS2
12022.865           |12022.865           |114.717             |KS2
11907.853           |11907.853           |138.718             |KS2
11885.133           |11885.133           |164.371             |lns
11776.766           |11776.766           |190.948             |lns
11768.106           |11768.106           |216.723             |lns
11743.428           |11743.428           |247.056             |lns2
11727.767           |11727.767           |300.043             |lns
11715.078           |11715.078           |360.167             |random
11709.998           |11709.998           |497.042             |lns2
11709.998           |11709.998           |515.279             |random
11709.998           |11709.998           |596.289             |random
11709.998           |11709.998           |666.792             |random
11681.448           |11681.448           |963.054             |random
11681.448           |11681.448           |1000.234            |random
total time : 1000.2342746257782
