/media/sunyu/OS1/suanli/collectionunzip/SET3_23
obj                 |bestobj             |time                |
3719767.816         |3719767.816         |0.244               |INIT
405132.723          |405132.723          |50.270              |KS2
291996.394          |291996.394          |174.855             |lns
248360.849          |248360.849          |209.404             |lns
245833.383          |245833.383          |243.396             |lns2
216500.115          |216500.115          |279.500             |lns
213728.249          |213728.249          |356.492             |lns
213558.665          |213558.665          |635.188             |random
213558.645          |213558.645          |726.658             |random
total time : 1000.1215875148773
