/media/sunyu/OS1/suanli/collectionunzip/neos-848589
obj                 |bestobj             |time                |
554595.909          |554595.909          |68.388              |INIT
4460.571            |4460.571            |119.490             |KS2
4460.571            |4460.571            |170.243             |KS2
3400.202            |3400.202            |272.063             |KS2
3032.665            |3032.665            |373.447             |lns
2956.988            |2956.988            |474.888             |lns
2948.526            |2948.526            |576.669             |lns
2924.707            |2924.707            |693.718             |lns
2670.490            |2670.490            |895.454             |lns
2670.490            |2670.490            |1003.408            |random
total time : 1003.4081494808197
