/media/sunyu/OS1/suanli/collectionunzip/neos-876808
obj                 |bestobj             |time                |
1023362.910         |1023362.910         |45.135              |KS1
949033.041          |949033.041          |96.029              |KS2
742211.188          |742211.188          |97.692              |KS2
734889.040          |734889.040          |98.997              |KS2
718889.040          |718889.040          |201.132             |lns
701321.753          |701321.753          |330.600             |lns2
700509.202          |700509.202          |434.316             |lns
683341.414          |683341.414          |535.447             |lns
682051.480          |682051.480          |704.873             |random
total time : 1007.7229566574097
