/media/sunyu/OS1/suanli/collectionunzip/anonymous_10
obj                 |bestobj             |time                |
746672.850          |746672.850          |58.568              |INIT
298414.533          |298414.533          |89.135              |KS2
243811.350          |243811.350          |139.187             |KS2
243811.330          |243811.330          |189.251             |KS2
243643.132          |243643.132          |191.180             |KS2
233581.205          |233581.205          |214.235             |lns
228953.395          |228953.395          |230.693             |lns
228824.101          |228824.101          |243.434             |lns
228824.081          |228824.081          |257.389             |lns
216017.432          |216017.432          |320.386             |lns
215901.817          |215901.817          |384.440             |lns
200414.604          |200414.604          |470.320             |lns
200414.574          |200414.574          |541.997             |lns
200414.564          |200414.564          |610.737             |lns
194231.636          |194231.636          |709.411             |lns2
194222.743          |194222.743          |831.927             |lns2
total time : 1000.0691678524017
