/media/sunyu/OS1/suanli/collectionunzip/item_placement_9906
obj                 |bestobj             |time                |
24.689              |24.689              |50.039              |INIT
22.879              |22.879              |59.837              |lns
22.286              |22.286              |67.513              |lns2
21.091              |21.091              |98.747              |lns
20.978              |20.978              |119.570             |lns2
20.231              |20.231              |140.753             |lns
18.988              |18.988              |151.206             |lns2
18.767              |18.767              |263.265             |lns
18.198              |18.198              |267.711             |lns
17.708              |17.708              |276.052             |lns
17.447              |17.447              |281.672             |lns2
16.911              |16.911              |347.151             |random
16.485              |16.485              |360.779             |lns2
16.366              |16.366              |567.636             |random
16.366              |16.366              |583.713             |random
16.366              |16.366              |620.875             |random
16.170              |16.170              |632.868             |lns2
15.391              |15.391              |903.443             |lns2
total time : 1000.2541146278381
