/media/sunyu/OS1/suanli/collectionunzip/SET3_22
obj                 |bestobj             |time                |
3407302.808         |3407302.808         |0.215               |INIT
447694.887          |447694.887          |50.238              |KS2
429205.193          |429205.193          |132.832             |KS2
406982.545          |406982.545          |188.697             |lns
392937.482          |392937.482          |200.817             |lns
391895.271          |391895.271          |218.991             |lns
383057.158          |383057.158          |222.106             |lns
363330.229          |363330.229          |274.886             |lns
360447.553          |360447.553          |330.148             |lns
332715.427          |332715.427          |425.403             |lns
332715.417          |332715.417          |504.431             |random
330650.062          |330650.062          |617.330             |lns
316993.444          |316993.444          |689.782             |lns2
309695.270          |309695.270          |948.326             |lns
304069.152          |304069.152          |977.381             |lns
total time : 1000.4883522987366
