/media/sunyu/OS1/suanli/collectionunzip/item_placement_9981
obj                 |bestobj             |time                |
23.423              |23.423              |50.042              |INIT
16.872              |16.872              |59.788              |KS2
16.482              |16.482              |71.534              |KS2
13.518              |13.518              |74.716              |lns
13.495              |13.495              |112.009             |random
12.491              |12.491              |140.649             |random
12.045              |12.045              |150.136             |lns2
11.885              |11.885              |280.586             |lns2
11.361              |11.361              |293.828             |lns
9.289               |9.289               |303.090             |lns
9.286               |9.286               |340.431             |random
9.103               |9.103               |357.548             |lns2
8.993               |8.993               |851.265             |random
8.993               |8.993               |962.382             |random
8.623               |8.623               |990.758             |lns2
total time : 1000.2622699737549
