/media/sunyu/OS1/suanli/collectionunzip/item_placement_9901
obj                 |bestobj             |time                |
20.930              |20.930              |50.350              |INIT
20.527              |20.527              |61.260              |lns
19.304              |19.304              |68.409              |lns
17.681              |17.681              |74.259              |lns2
16.838              |16.838              |104.631             |random
15.274              |15.274              |113.145             |lns
14.897              |14.897              |124.852             |lns2
14.849              |14.849              |595.031             |lns
14.648              |14.648              |602.401             |lns
14.648              |14.648              |610.146             |random
14.291              |14.291              |620.552             |lns2
14.080              |14.080              |629.569             |lns
13.942              |13.942              |649.087             |lns2
13.763              |13.763              |793.347             |lns2
total time : 1000.113356590271
