/media/sunyu/OS1/suanli/collectionunzip/SET4_05
obj                 |bestobj             |time                |
3156671.124         |3156671.124         |0.139               |INIT
167350.193          |167350.193          |47.539              |KS2
132763.960          |132763.960          |97.561              |KS2
85384.463           |85384.463           |147.581             |KS2
81461.626           |81461.626           |195.065             |KS2
74560.913           |74560.913           |223.499             |lns
72403.615           |72403.615           |226.822             |lns
72374.585           |72374.585           |232.659             |lns
71320.286           |71320.286           |305.544             |lns
70236.100           |70236.100           |333.713             |lns
68828.055           |68828.055           |420.854             |random
68730.262           |68730.262           |476.979             |random
68442.757           |68442.757           |548.693             |random
68442.737           |68442.737           |576.150             |lns2
68217.935           |68217.935           |655.199             |lns
68217.935           |68217.935           |683.262             |random
68217.935           |68217.935           |783.509             |random
68217.935           |68217.935           |897.360             |random
total time : 1000.1219971179962
