/media/sunyu/OS1/suanli/collectionunzip/anonymous_22
obj                 |bestobj             |time                |
8212.012            |8212.012            |28.628              |KS1
8212.012            |8212.012            |30.837              |KS2
7995.127            |7995.127            |53.102              |KS2
7980.950            |7980.950            |64.680              |KS2
7980.950            |7980.950            |67.803              |KS2
7908.500            |7908.500            |71.403              |lns
7908.320            |7908.320            |81.738              |lns
7837.517            |7837.517            |95.491              |lns
7832.657            |7832.657            |100.410             |lns
7832.577            |7832.577            |116.033             |random
7828.850            |7828.850            |159.266             |lns2
7828.820            |7828.820            |329.624             |lns
7828.820            |7828.820            |419.249             |lns2
total time : 1000.1228284835815
