/media/sunyu/OS1/suanli/collectionunzip/neos-935234
obj                 |bestobj             |time                |
3967.000            |3967.000            |70.008              |INIT
2969.000            |2969.000            |120.072             |KS2
2948.000            |2948.000            |170.141             |KS2
2947.000            |2947.000            |220.198             |KS2
2937.000            |2937.000            |221.929             |KS2
2887.000            |2887.000            |231.933             |lns
2885.000            |2885.000            |295.981             |lns
2883.000            |2883.000            |352.821             |lns
2814.000            |2814.000            |507.956             |lns
2764.000            |2764.000            |608.022             |lns
2681.000            |2681.000            |708.088             |lns
2669.000            |2669.000            |808.141             |lns
2660.000            |2660.000            |867.673             |lns
2641.000            |2641.000            |974.775             |lns
total time : 1002.1530640125275
