/media/sunyu/OS1/suanli/collectionunzip/SET4_27
obj                 |bestobj             |time                |
3667525.260         |3667525.260         |0.175               |INIT
228697.727          |228697.727          |19.990              |KS2
165891.483          |165891.483          |70.013              |KS2
157180.507          |157180.507          |120.037             |KS2
143896.328          |143896.328          |170.052             |KS2
139777.264          |139777.264          |220.075             |KS2
138606.659          |138606.659          |264.883             |crossover
138119.956          |138119.956          |323.799             |lns
136513.208          |136513.208          |383.518             |lns
136513.208          |136513.208          |458.940             |random
136513.188          |136513.188          |577.971             |lns2
134667.644          |134667.644          |673.445             |lns2
133836.347          |133836.347          |769.471             |lns
132725.473          |132725.473          |809.973             |lns2
132725.473          |132725.473          |875.713             |random
total time : 1000.3930678367615
