/media/sunyu/OS1/suanli/collectionunzip/item_placement_9954
obj                 |bestobj             |time                |
863.776             |863.776             |0.064               |KS1
181.603             |181.603             |3.652               |KS2
112.812             |112.812             |8.909               |KS2
41.456              |41.456              |15.485              |KS2
41.119              |41.119              |18.894              |KS2
39.506              |39.506              |24.489              |KS2
34.932              |34.932              |36.816              |KS2
23.970              |23.970              |49.147              |lns
22.386              |22.386              |56.124              |lns
18.652              |18.652              |63.048              |lns
18.113              |18.113              |68.654              |lns
17.891              |17.891              |84.565              |lns2
17.045              |17.045              |96.713              |lns
15.048              |15.048              |131.750             |random
14.768              |14.768              |144.487             |lns
12.757              |12.757              |150.997             |lns2
12.653              |12.653              |229.980             |lns2
12.476              |12.476              |232.462             |random
12.476              |12.476              |249.712             |random
12.303              |12.303              |290.990             |random
12.303              |12.303              |295.280             |random
12.175              |12.175              |311.539             |lns2
12.084              |12.084              |314.091             |random
12.084              |12.084              |373.685             |random
12.019              |12.019              |387.667             |random
11.977              |11.977              |399.760             |lns2
11.425              |11.425              |701.839             |lns
10.464              |10.464              |725.049             |random
10.345              |10.345              |763.345             |lns2
total time : 1000.0721011161804
