/media/sunyu/OS1/suanli/collectionunzip/item_placement_9904
obj                 |bestobj             |time                |
23.731              |23.731              |50.047              |INIT
22.913              |22.913              |59.026              |KS2
20.766              |20.766              |68.737              |KS2
18.937              |18.937              |77.614              |lns
18.693              |18.693              |84.150              |lns
17.508              |17.508              |90.751              |lns
14.298              |14.298              |107.633             |random
13.798              |13.798              |123.296             |random
13.786              |13.786              |132.922             |lns2
13.741              |13.741              |425.621             |lns
13.578              |13.578              |443.473             |lns2
13.436              |13.436              |622.653             |random
13.219              |13.219              |628.893             |lns
12.875              |12.875              |640.337             |lns2
12.809              |12.809              |640.409             |random
12.799              |12.799              |653.898             |lns2
12.700              |12.700              |724.278             |lns
12.169              |12.169              |735.982             |lns
12.169              |12.169              |762.848             |random
12.004              |12.004              |771.432             |lns2
total time : 1000.0050430297852
