/media/sunyu/OS1/suanli/collectionunzip/SET3_11
obj                 |bestobj             |time                |
2873112.864         |2873112.864         |0.370               |INIT
323990.950          |323990.950          |50.395              |KS2
211400.641          |211400.641          |183.446             |lns
197797.515          |197797.515          |245.242             |lns
197649.208          |197649.208          |286.303             |random
193671.609          |193671.609          |386.323             |lns
193207.869          |193207.869          |426.376             |lns2
192055.014          |192055.014          |430.455             |random
175884.727          |175884.727          |534.813             |lns
161043.637          |161043.637          |616.030             |lns
158969.827          |158969.827          |713.295             |lns
155411.984          |155411.984          |779.098             |lns
155354.447          |155354.447          |825.685             |random
155354.437          |155354.437          |925.516             |lns2
154872.101          |154872.101          |980.217             |random
total time : 1000.4858675003052
