/media/sunyu/OS1/suanli/collectionunzip/SET3_29
obj                 |bestobj             |time                |
2824195.343         |2824195.343         |0.169               |INIT
315246.290          |315246.290          |50.193              |KS2
266819.880          |266819.880          |136.219             |lns
254253.204          |254253.204          |190.917             |lns
241292.288          |241292.288          |239.006             |lns2
236246.165          |236246.165          |365.986             |lns2
233636.949          |233636.949          |514.034             |lns2
231285.550          |231285.550          |581.243             |lns
218950.450          |218950.450          |632.037             |lns
217187.206          |217187.206          |688.806             |lns2
216224.116          |216224.116          |807.872             |lns2
216187.984          |216187.984          |917.466             |lns2
total time : 1000.1220858097076
