/media/sunyu/OS1/suanli/collectionunzip/item_placement_9990
obj                 |bestobj             |time                |
912.185             |912.185             |0.024               |init
37.741              |37.741              |5.839               |KS2
32.538              |32.538              |11.821              |KS2
26.340              |26.340              |17.877              |KS2
23.920              |23.920              |24.571              |KS2
23.634              |23.634              |34.862              |lns2
16.644              |16.644              |41.531              |lns
15.522              |15.522              |54.181              |random
14.081              |14.081              |60.698              |lns
12.939              |12.939              |67.426              |lns
12.764              |12.764              |73.380              |lns
12.630              |12.630              |80.845              |lns
12.627              |12.627              |87.958              |random
12.626              |12.626              |126.038             |lns2
12.449              |12.449              |435.036             |lns2
11.784              |11.784              |640.961             |lns2
total time : 1000.0425271987915
