/media/sunyu/OS1/suanli/collectionunzip/item_placement_9978
obj                 |bestobj             |time                |
846.493             |846.493             |0.065               |KS1
139.291             |139.291             |3.801               |KS2
29.180              |29.180              |11.302              |KS2
25.518              |25.518              |19.255              |KS2
21.401              |21.401              |27.275              |KS2
20.862              |20.862              |35.600              |KS2
19.004              |19.004              |43.363              |KS2
18.454              |18.454              |49.980              |lns
18.177              |18.177              |64.838              |random
18.052              |18.052              |71.716              |lns
15.252              |15.252              |77.492              |random
14.730              |14.730              |89.932              |lns2
14.609              |14.609              |347.399             |lns2
14.130              |14.130              |502.705             |random
14.127              |14.127              |523.287             |random
14.054              |14.054              |538.856             |lns2
14.024              |14.024              |573.218             |lns
14.024              |14.024              |578.796             |random
13.933              |13.933              |591.541             |random
13.471              |13.471              |596.842             |lns
13.002              |13.002              |606.575             |lns
12.977              |12.977              |628.652             |lns2
total time : 999.996728181839
