/media/sunyu/OS1/suanli/collectionunzip/neos-873061
obj                 |bestobj             |time                |
121.609             |121.609             |51.077              |init
119.485             |119.485             |165.347             |KS2
119.367             |119.367             |175.686             |KS2
119.321             |119.321             |201.934             |KS2
119.321             |119.321             |204.368             |crossover
119.214             |119.214             |305.418             |lns
119.192             |119.192             |504.544             |lns
119.184             |119.184             |706.327             |lns
119.184             |119.184             |1515.233            |random
total time : 1515.2403182983398
