/media/sunyu/OS1/suanli/collectionunzip/anonymous_17
obj                 |bestobj             |time                |
410098.208          |410098.208          |2.323               |INIT
352789.417          |352789.417          |2.533               |KS2
343981.156          |343981.156          |2.772               |KS2
111893.396          |111893.396          |11.387              |KS2
111893.396          |111893.396          |11.432              |crossover
111547.845          |111547.845          |11.607              |lns
62456.431           |62456.431           |23.117              |lns
60810.028           |60810.028           |35.270              |lns
59665.501           |59665.501           |40.732              |lns
59237.572           |59237.572           |43.486              |lns
57262.972           |57262.972           |51.973              |lns
57262.972           |57262.972           |56.580              |random
57262.942           |57262.942           |62.755              |lns
57220.311           |57220.311           |65.687              |lns2
56892.202           |56892.202           |65.727              |random
56892.192           |56892.192           |66.303              |lns
52444.027           |52444.027           |68.045              |lns
39709.604           |39709.604           |73.914              |lns2
39598.726           |39598.726           |75.077              |lns
38176.936           |38176.936           |75.946              |lns
38176.916           |38176.916           |81.813              |lns
36358.277           |36358.277           |83.476              |random
36358.237           |36358.237           |84.701              |lns
33808.990           |33808.990           |97.430              |lns
33808.990           |33808.990           |103.401             |random
33808.960           |33808.960           |113.384             |lns
33808.960           |33808.960           |132.763             |random
33808.950           |33808.950           |145.727             |lns
33808.950           |33808.950           |156.229             |random
33808.950           |33808.950           |166.219             |random
33808.950           |33808.950           |170.270             |random
33808.950           |33808.950           |172.809             |random
33808.950           |33808.950           |174.656             |random
33808.950           |33808.950           |180.776             |random
33808.950           |33808.950           |228.256             |random
33808.930           |33808.930           |348.813             |lns2
total time : 1000.1841342449188
