/media/sunyu/OS1/suanli/collectionunzip/anonymous_73
obj                 |bestobj             |time                |
130495.608          |130495.608          |52.791              |INIT
130495.588          |130495.588          |52.926              |KS2
129553.246          |129553.246          |54.869              |KS2
129553.176          |129553.176          |63.387              |KS2
126701.992          |126701.992          |82.813              |lns2
126701.922          |126701.922          |182.952             |lns
126701.902          |126701.902          |237.517             |lns
121401.383          |121401.383          |307.249             |lns
120121.149          |120121.149          |350.417             |lns
119987.127          |119987.127          |380.365             |lns2
119119.367          |119119.367          |420.795             |lns2
117172.676          |117172.676          |510.169             |lns
117172.666          |117172.666          |527.784             |lns
117172.596          |117172.596          |560.617             |lns
112325.122          |112325.122          |607.974             |lns
110358.325          |110358.325          |665.522             |lns
110358.325          |110358.325          |685.045             |random
108501.499          |108501.499          |774.718             |lns2
108501.389          |108501.389          |830.402             |lns
108204.685          |108204.685          |854.100             |lns2
106813.050          |106813.050          |870.406             |lns
106801.649          |106801.649          |948.732             |lns2
total time : 1000.1071627140045
