/media/sunyu/OS1/suanli/collectionunzip/opm2-z12-s8
obj                 |bestobj             |time                |
-10358.000          |-10358.000          |0.701               |init
-11460.000          |-11460.000          |1.455               |KS2
-12522.000          |-12522.000          |2.212               |KS2
-13617.000          |-13617.000          |3.021               |KS2
-26653.000          |-26653.000          |3.959               |KS2
-36834.000          |-36834.000          |4.891               |KS2
-38002.000          |-38002.000          |6.458               |lns
-38021.000          |-38021.000          |7.172               |lns
-39261.000          |-39261.000          |8.558               |lns
-39365.000          |-39365.000          |9.287               |lns
-40378.000          |-40378.000          |10.821              |lns
-40590.000          |-40590.000          |11.577              |lns
-40610.000          |-40610.000          |13.194              |lns
-40996.000          |-40996.000          |14.324              |lns
-41458.000          |-41458.000          |16.698              |lns
-41529.000          |-41529.000          |18.422              |lns
-42059.000          |-42059.000          |471.850             |lns2
-42311.000          |-42311.000          |474.479             |random
-42421.000          |-42421.000          |475.951             |lns
-42714.000          |-42714.000          |479.311             |lns
-42777.000          |-42777.000          |481.329             |lns
-42882.000          |-42882.000          |484.365             |lns
-42892.000          |-42892.000          |486.355             |lns
-42985.000          |-42985.000          |489.817             |lns
-43087.000          |-43087.000          |491.191             |lns
total time : 944.9569041728973
