/media/sunyu/OS1/suanli/collectionunzip/SET3_24
obj                 |bestobj             |time                |
3895660.960         |3895660.960         |0.155               |INIT
416925.009          |416925.009          |50.178              |KS2
375866.245          |375866.245          |194.534             |lns
334094.299          |334094.299          |207.232             |lns
330998.869          |330998.869          |261.850             |lns
325313.472          |325313.472          |330.422             |lns
325182.204          |325182.204          |383.517             |lns
323193.608          |323193.608          |465.819             |random
319022.036          |319022.036          |537.082             |lns
318676.134          |318676.134          |567.787             |lns
307520.110          |307520.110          |667.808             |lns
306247.139          |306247.139          |733.681             |lns2
297656.011          |297656.011          |885.196             |lns2
total time : 1000.3688535690308
