/media/sunyu/OS1/suanli/collectionunzip/item_placement_9959
obj                 |bestobj             |time                |
908.481             |908.481             |0.055               |KS1
351.652             |351.652             |3.226               |KS2
91.787              |91.787              |7.300               |KS2
17.895              |17.895              |16.591              |KS2
13.637              |13.637              |21.581              |KS2
13.637              |13.637              |24.425              |KS2
12.351              |12.351              |30.602              |KS2
11.917              |11.917              |39.627              |random
11.912              |11.912              |63.051              |lns2
11.732              |11.732              |190.733             |lns2
11.638              |11.638              |245.118             |lns
10.184              |10.184              |253.196             |lns
10.180              |10.180              |265.188             |random
9.293               |9.293               |303.536             |lns2
total time : 1000.1988396644592
