/media/sunyu/OS1/suanli/collectionunzip/item_placement_9952
obj                 |bestobj             |time                |
829.484             |829.484             |0.074               |KS1
176.457             |176.457             |3.027               |KS2
21.720              |21.720              |12.512              |KS2
17.387              |17.387              |26.080              |KS2
15.247              |15.247              |32.027              |lns
13.507              |13.507              |41.073              |lns
13.414              |13.414              |63.018              |random
13.237              |13.237              |79.241              |lns2
13.044              |13.044              |433.326             |lns
12.725              |12.725              |445.438             |lns2
11.851              |11.851              |546.495             |random
11.508              |11.508              |552.207             |lns
10.210              |10.210              |561.299             |lns
9.891               |9.891               |567.522             |lns
9.819               |9.819               |574.105             |lns
9.802               |9.802               |580.594             |lns
9.773               |9.773               |592.967             |lns2
9.753               |9.753               |813.004             |random
9.211               |9.211               |855.528             |lns2
9.029               |9.029               |989.994             |random
total time : 1000.0701222419739
