/media/sunyu/OS1/suanli/collectionunzip/anonymous_68
obj                 |bestobj             |time                |
1739673.622         |1739673.622         |92.079              |KS1
1240852.181         |1240852.181         |142.253             |KS2
1240852.181         |1240852.181         |192.368             |KS2
668135.708          |668135.708          |242.514             |KS2
566005.850          |566005.850          |292.640             |KS2
557930.225          |557930.225          |342.767             |KS2
555064.836          |555064.836          |392.884             |KS2
554986.622          |554986.622          |393.528             |crossover
525239.782          |525239.782          |493.722             |lns
522360.367          |522360.367          |546.245             |lns
452088.079          |452088.079          |746.577             |lns
total time : 931.8269674777985
