/media/sunyu/OS1/suanli/collectionunzip/item_placement_9998
obj                 |bestobj             |time                |
25.198              |25.198              |50.042              |INIT
23.819              |23.819              |55.602              |KS2
23.405              |23.405              |62.417              |KS2
22.997              |22.997              |70.893              |lns2
22.507              |22.507              |72.976              |random
22.404              |22.404              |78.967              |lns
22.168              |22.168              |85.332              |lns
22.078              |22.078              |98.419              |lns2
21.922              |21.922              |221.944             |lns
20.959              |20.959              |229.994             |lns2
20.918              |20.918              |488.389             |random
20.457              |20.457              |496.169             |lns
20.292              |20.292              |515.270             |random
20.169              |20.169              |543.750             |random
20.169              |20.169              |561.021             |random
20.031              |20.031              |570.348             |random
20.028              |20.028              |586.053             |lns2
19.972              |19.972              |642.715             |lns2
19.861              |19.861              |806.071             |lns2
19.821              |19.821              |919.975             |lns2
total time : 1000.2573578357697
