/media/sunyu/OS1/suanli/collectionunzip/SET3_15
obj                 |bestobj             |time                |
3042304.426         |3042304.426         |0.063               |init
2106133.843         |2106133.843         |0.432               |KS2
535138.898          |535138.898          |50.454              |KS2
227588.870          |227588.870          |100.477             |KS2
224359.571          |224359.571          |150.497             |KS2
215906.590          |215906.590          |200.523             |crossover
196542.383          |196542.383          |240.142             |lns
149377.156          |149377.156          |289.892             |lns
149377.156          |149377.156          |392.717             |random
149377.146          |149377.146          |489.586             |random
149377.136          |149377.136          |638.544             |random
149377.096          |149377.096          |976.897             |random
total time : 1000.0804085731506
