/media/sunyu/OS1/suanli/collectionunzip/load_balancing_1018
obj                 |bestobj             |time                |
802.000             |802.000             |8.761               |KS1
790.000             |790.000             |58.940              |KS2
782.000             |782.000             |109.108             |KS2
777.000             |777.000             |159.219             |KS2
773.000             |773.000             |209.371             |KS2
771.000             |771.000             |259.526             |KS2
770.000             |770.000             |309.713             |crossover
770.000             |770.000             |990.542             |random
total time : 996.8762323856354
