/media/sunyu/OS1/suanli/collectionunzip/item_placement_9900
obj                 |bestobj             |time                |
26.553              |26.553              |50.038              |INIT
20.650              |20.650              |58.338              |KS2
18.218              |18.218              |70.348              |lns
16.937              |16.937              |77.733              |lns
16.082              |16.082              |85.710              |lns
14.883              |14.883              |94.107              |lns
13.735              |13.735              |100.394             |lns
13.735              |13.735              |109.061             |random
13.609              |13.609              |117.824             |random
12.149              |12.149              |144.297             |random
12.130              |12.130              |211.078             |lns2
11.554              |11.554              |952.608             |lns2
total time : 1000.1103167533875
