/media/sunyu/OS1/suanli/collectionunzip/item_placement_9944
obj                 |bestobj             |time                |
886.432             |886.432             |0.066               |KS1
89.999              |89.999              |4.972               |KS2
23.812              |23.812              |14.159              |KS2
19.363              |19.363              |26.287              |lns
17.736              |17.736              |32.726              |lns
17.288              |17.288              |37.069              |lns
16.564              |16.564              |48.191              |lns
16.019              |16.019              |55.057              |lns
15.938              |15.938              |66.316              |lns
15.312              |15.312              |72.492              |lns
15.307              |15.307              |81.064              |lns
15.011              |15.011              |91.050              |lns
13.128              |13.128              |102.284             |lns2
12.397              |12.397              |128.485             |lns2
11.034              |11.034              |153.195             |lns
11.034              |11.034              |158.064             |random
10.677              |10.677              |164.843             |random
10.267              |10.267              |203.031             |lns2
10.098              |10.098              |249.616             |random
10.007              |10.007              |263.233             |lns2
9.576               |9.576               |600.750             |lns
8.863               |8.863               |611.342             |random
8.824               |8.824               |621.928             |random
8.824               |8.824               |627.863             |random
8.824               |8.824               |638.682             |random
8.824               |8.824               |644.943             |random
8.824               |8.824               |667.824             |random
8.816               |8.816               |679.741             |lns2
total time : 1000.2028744220734
