/media/sunyu/OS1/suanli/collectionunzip/SET3_01
obj                 |bestobj             |time                |
3028701.218         |3028701.218         |0.141               |INIT
427274.492          |427274.492          |50.164              |KS2
330914.231          |330914.231          |117.501             |KS2
313044.780          |313044.780          |167.521             |KS2
312312.198          |312312.198          |171.012             |crossover
311286.795          |311286.795          |172.714             |lns
311267.295          |311267.295          |177.127             |lns
306451.646          |306451.646          |194.958             |lns
276712.646          |276712.646          |294.981             |lns
257126.522          |257126.522          |390.512             |lns
250722.419          |250722.419          |434.461             |random
225615.676          |225615.676          |534.476             |lns
219181.079          |219181.079          |656.709             |lns
219181.079          |219181.079          |788.785             |random
219167.775          |219167.775          |874.058             |lns2
total time : 1000.1259999275208
