/media/sunyu/OS1/suanli/collectionunzip/anonymous_23
obj                 |bestobj             |time                |
418843.632          |418843.632          |70.380              |INIT
311291.932          |311291.932          |120.491             |KS2
296904.981          |296904.981          |170.598             |KS2
137422.184          |137422.184          |220.708             |KS2
124386.494          |124386.494          |239.497             |KS2
118404.269          |118404.269          |259.530             |lns
110617.722          |110617.722          |338.390             |lns
108708.652          |108708.652          |424.267             |lns
108708.622          |108708.622          |485.621             |lns
106819.488          |106819.488          |527.987             |lns
106577.031          |106577.031          |587.671             |lns
106577.021          |106577.021          |667.953             |lns2
106577.021          |106577.021          |770.691             |random
total time : 1002.0431115627289
