/media/sunyu/OS1/suanli/collectionunzip/item_placement_9916
obj                 |bestobj             |time                |
41.275              |41.275              |50.039              |INIT
34.083              |34.083              |54.690              |KS2
31.664              |31.664              |67.514              |KS2
30.526              |30.526              |70.226              |lns
30.312              |30.312              |84.210              |random
30.004              |30.004              |100.249             |lns2
29.343              |29.343              |115.655             |lns2
29.051              |29.051              |115.789             |random
28.531              |28.531              |123.403             |lns
28.175              |28.175              |157.134             |lns2
27.633              |27.633              |183.429             |lns
27.361              |27.361              |216.185             |lns2
26.843              |26.843              |281.887             |random
26.500              |26.500              |289.589             |lns
26.500              |26.500              |305.890             |random
26.497              |26.497              |414.909             |lns2
26.462              |26.462              |493.842             |random
26.280              |26.280              |507.996             |random
25.651              |25.651              |518.167             |lns2
total time : 1000.1142573356628
