/media/sunyu/OS1/suanli/collectionunzip/SET4_19
obj                 |bestobj             |time                |
2769623.025         |2769623.025         |0.149               |INIT
110095.580          |110095.580          |38.327              |KS2
105413.262          |105413.262          |88.352              |KS2
74078.438           |74078.438           |138.377             |KS2
72478.051           |72478.051           |188.389             |KS2
72478.051           |72478.051           |192.358             |crossover
71835.517           |71835.517           |232.455             |lns
68310.592           |68310.592           |253.945             |lns
49066.690           |49066.690           |292.574             |lns
46808.978           |46808.978           |344.087             |lns
37517.838           |37517.838           |441.681             |lns
33376.804           |33376.804           |526.659             |lns2
32562.955           |32562.955           |618.797             |lns2
31572.970           |31572.970           |893.138             |lns2
total time : 1000.1447265148163
