/media/sunyu/OS1/suanli/collectionunzip/SET4_20
obj                 |bestobj             |time                |
2912399.526         |2912399.526         |0.134               |INIT
123120.380          |123120.380          |13.989              |KS2
99139.355           |99139.355           |38.937              |KS2
85691.582           |85691.582           |72.612              |KS2
78100.922           |78100.922           |122.634             |KS2
72834.188           |72834.188           |204.894             |lns
69862.729           |69862.729           |210.116             |lns
69847.174           |69847.174           |219.104             |lns
64264.798           |64264.798           |247.542             |lns
62734.004           |62734.004           |324.784             |lns
60139.703           |60139.703           |333.855             |lns
59881.802           |59881.802           |384.633             |lns
59744.982           |59744.982           |449.173             |lns
48955.729           |48955.729           |482.237             |lns
48519.972           |48519.972           |569.213             |lns
45066.518           |45066.518           |620.992             |lns
43946.928           |43946.928           |728.874             |lns
43946.918           |43946.918           |778.455             |lns2
43046.973           |43046.973           |819.851             |lns
43027.398           |43027.398           |827.429             |lns
42118.193           |42118.193           |875.293             |lns
total time : 1000.1296648979187
