/media/sunyu/OS1/suanli/collectionunzip/item_placement_9945
obj                 |bestobj             |time                |
879.377             |879.377             |0.071               |KS1
218.043             |218.043             |2.872               |KS2
31.569              |31.569              |8.208               |KS2
18.961              |18.961              |16.989              |KS2
16.850              |16.850              |30.616              |lns
16.479              |16.479              |36.657              |lns
14.449              |14.449              |42.360              |lns
13.954              |13.954              |54.194              |random
13.012              |13.012              |63.995              |lns2
11.127              |11.127              |66.660              |random
11.127              |11.127              |73.063              |random
10.518              |10.518              |96.745              |random
10.432              |10.432              |115.870             |random
10.066              |10.066              |140.542             |lns2
9.862               |9.862               |649.515             |lns2
9.742               |9.742               |694.148             |lns2
9.440               |9.440               |704.256             |lns
9.283               |9.283               |717.811             |random
9.281               |9.281               |730.096             |lns2
total time : 999.9026794433594
