/media/sunyu/OS1/suanli/collectionunzip/neos-1420790
obj                 |bestobj             |time                |
3206.222            |3206.222            |51.254              |INIT
3193.726            |3193.726            |70.361              |KS2
3175.969            |3175.969            |103.808             |KS2
3149.265            |3149.265            |151.757             |KS2
3146.173            |3146.173            |164.073             |KS2
3145.002            |3145.002            |168.749             |crossover
3139.102            |3139.102            |193.071             |lns
3138.615            |3138.615            |236.205             |lns
3135.154            |3135.154            |294.972             |lns
3131.538            |3131.538            |406.333             |lns
3130.737            |3130.737            |457.830             |lns
3128.285            |3128.285            |515.229             |lns2
3127.367            |3127.367            |649.182             |lns
3127.367            |3127.367            |708.621             |random
3125.451            |3125.451            |760.092             |lns2
3124.743            |3124.743            |934.242             |lns2
total time : 1000.3929843902588
